dir,file_name,exponential_smoothing,xgboost,random_forest
realAWSCloudwatch,rds_cpu_utilization_cc0c53.csv,2.5548605918884277,1.9734878540039062,7.553481817245483
realAWSCloudwatch,rds_cpu_utilization_e47b3b.csv,2.8810627460479736,4.397199869155884,7.447726488113403
realKnownCause,ambient_temperature_system_failure.csv,3.661017894744873,6.301431179046631,18.04661250114441
realKnownCause,cpu_utilization_asg_misconfiguration.csv,8.562620639801025,8.136717081069946,19.927560567855835
realKnownCause,ec2_request_latency_system_failure.csv,2.7474684715270996,2.7870709896087646,7.816739082336426
realKnownCause,machine_temperature_system_failure.csv,7.301521301269531,8.580756902694702,23.555389165878296
realKnownCause,nyc_taxi.csv,26.895590782165527,9.30477261543274,21.471487998962402
realKnownCause,rogue_agent_key_hold.csv,2.6733672618865967,1.7777466773986816,8.823954582214355
realKnownCause,rogue_agent_key_updown.csv,4.797425031661987,3.0297725200653076,7.838204860687256
realTweets,Twitter_volume_AAPL.csv,33.55271339416504,8.238396644592285,19.016270637512207
realTweets,Twitter_volume_AMZN.csv,27.639381885528564,8.228919744491577,19.47530746459961
realTweets,Twitter_volume_CRM.csv,7.868566989898682,7.038039445877075,19.020554304122925
realTweets,Twitter_volume_CVS.csv,5.055923938751221,5.810472249984741,18.386276483535767
realTweets,Twitter_volume_FB.csv,16.51596164703369,7.735278606414795,20.026028156280518
realTweets,Twitter_volume_GOOG.csv,17.744797468185425,7.590766668319702,18.703483819961548
realTweets,Twitter_volume_IBM.csv,6.602882623672485,7.098504066467285,18.838319063186646
realTweets,Twitter_volume_KO.csv,17.54628896713257,7.763018369674683,18.56598162651062
realTweets,Twitter_volume_PFE.csv,5.1964967250823975,7.7596070766448975,19.29240846633911
realTweets,Twitter_volume_UPS.csv,21.14777946472168,7.569627285003662,18.506330013275146
artificialWithAnomaly,art_daily_flatmiddle.csv,4.536421775817871,3.96120023727417,8.648617267608643
artificialWithAnomaly,art_daily_jumpsdown.csv,3.985419750213623,3.902383804321289,8.22205376625061
artificialWithAnomaly,art_daily_jumpsup.csv,4.313164710998535,4.31452488899231,8.610265731811523
artificialWithAnomaly,art_daily_nojump.csv,4.314885377883911,4.6881263256073,8.107253789901733
artificialWithAnomaly,art_increase_spike_density.csv,3.496060609817505,4.201249361038208,7.339966535568237
artificialWithAnomaly,art_load_balancer_spikes.csv,2.9959442615509033,1.8722028732299805,8.086642026901245
artificialNoAnomaly,art_daily_no_noise.csv,3.8676438331604004,2.867638349533081,7.201300382614136
artificialNoAnomaly,art_daily_perfect_square_wave.csv,4.123758792877197,2.0513999462127686,6.584411859512329
artificialNoAnomaly,art_daily_small_noise.csv,4.05591893196106,3.1183390617370605,8.32911992073059
artificialNoAnomaly,art_flatline.csv,1.6092922687530518,1.8419840335845947,5.983880519866943
artificialNoAnomaly,art_noisy.csv,3.5249874591827393,3.2435078620910645,8.650639772415161
realTraffic,TravelTime_387.csv,12.58084511756897,6.9070518016815186,13.396126747131348
realTraffic,TravelTime_451.csv,11.448124170303345,5.068662405014038,11.765183925628662
realTraffic,occupancy_6005.csv,3.252044677734375,2.603236198425293,7.709944009780884
realTraffic,occupancy_t4013.csv,3.3785343170166016,2.3296101093292236,7.92079496383667
realTraffic,speed_6005.csv,3.4445223808288574,3.075490951538086,8.41260576248169
realTraffic,speed_7578.csv,2.8536014556884766,3.07685923576355,6.1718809604644775
realTraffic,speed_t4013.csv,3.4650843143463135,2.547557830810547,7.641894102096558
