dir,file_name,exponential_smoothing,xgboost,random_forest
realAdExchange,exchange-2_cpc_results.csv,1.4373157024383545,2.472914934158325,2.924093008041382
realAdExchange,exchange-2_cpm_results.csv,1.6157236099243164,1.3672153949737549,5.756235599517822
realAdExchange,exchange-3_cpc_results.csv,1.6862075328826904,1.126896858215332,5.230700731277466
realAdExchange,exchange-3_cpm_results.csv,1.9225618839263916,1.9135887622833252,5.260455369949341
realAdExchange,exchange-4_cpc_results.csv,1.6083660125732422,1.5027110576629639,4.976586818695068
realAdExchange,exchange-4_cpm_results.csv,2.010684013366699,1.3519113063812256,5.121807098388672
realAWSCloudwatch,ec2_cpu_utilization_24ae8d.csv,1.8801186084747314,2.1659677028656006,5.603610992431641
realAWSCloudwatch,ec2_cpu_utilization_53ea38.csv,1.934901475906372,2.3855669498443604,5.75275182723999
realAWSCloudwatch,ec2_cpu_utilization_5f5533.csv,2.3153328895568848,2.074099540710449,5.025322914123535
realAWSCloudwatch,ec2_cpu_utilization_77c1ca.csv,4.475060701370239,2.1400749683380127,5.727124929428101
realAWSCloudwatch,ec2_cpu_utilization_825cc2.csv,2.5713841915130615,3.1072845458984375,5.246138572692871
realAWSCloudwatch,ec2_cpu_utilization_ac20cd.csv,2.5995967388153076,2.00166916847229,5.357259511947632
realAWSCloudwatch,ec2_cpu_utilization_c6585a.csv,1.8315238952636719,1.723172664642334,5.7798426151275635
realAWSCloudwatch,ec2_cpu_utilization_fe7f93.csv,3.3693132400512695,2.56835675239563,5.831817388534546
realAWSCloudwatch,ec2_disk_write_bytes_1ef3de.csv,1.0732531547546387,3.147677183151245,5.614197254180908
realAWSCloudwatch,ec2_disk_write_bytes_c0d644.csv,1.3588016033172607,2.4739131927490234,5.783361434936523
realAWSCloudwatch,ec2_network_in_257a54.csv,0.9900789260864258,3.171018123626709,5.597662925720215
realAWSCloudwatch,ec2_network_in_5abac7.csv,2.0225226879119873,2.695675849914551,6.099941968917847
realAWSCloudwatch,elb_request_count_8c0756.csv,13.066330432891846,2.225823163986206,5.2887489795684814
realAWSCloudwatch,grok_asg_anomaly.csv,4.414374113082886,2.955264091491699,9.449108362197876
realAWSCloudwatch,iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,8.195618629455566,2.519805431365967,6.559152126312256
